│   ·     │   ·       │    ·          │         ·  │                · │           · │        ·  │          ·   │         ·  │          · │             ·   │
│ premium │ Tier 1    │ marathon-prep │       60.0 │                5 │           9 │      63.5 │       571.96 │     114.39 │         29 │         -0.6897 │
│ premium │ Tier 1    │ marathon-prep │      120.0 │                7 │          16 │    123.09 │      1962.54 │     280.36 │          9 │          0.7778 │
│ premium │ Tier 1    │ marathon-prep │      140.0 │                8 │          18 │    144.34 │      2598.64 │     324.83 │         16 │           0.125 │
│ unknown │ Tier 1    │ late-night    │        0.0 │               93 │         215 │      7.68 │      1625.36 │      17.48 │       NULL │             0.0 │
│ unknown │ Tier 1    │ late-night    │       10.0 │              179 │         365 │     14.19 │      5197.95 │      29.04 │        215 │          0.6977 │
│ unknown │ Tier 1    │ late-night    │       20.0 │               54 │         286 │     23.72 │       6322.6 │     117.09 │        365 │         -0.2164 │
│ unknown │ Tier 1    │ late-night    │       30.0 │               29 │          69 │      34.7 │      2406.11 │      82.97 │        286 │         -0.7587 │
│ unknown │ Tier 1    │ late-night    │       40.0 │               28 │          55 │     43.47 │      2407.47 │      85.98 │         69 │         -0.2029 │
│ unknown │ Tier 1    │ late-night    │       50.0 │               13 │          19 │     53.76 │       1023.7 │      78.75 │         55 │         -0.6545 │
│ unknown │ Tier 1    │ late-night    │       60.0 │               12 │          23 │     64.64 │      1495.94 │     124.66 │         19 │          0.2105 │
│ unknown │ Tier 1    │ late-night    │       70.0 │               11 │         122 │      76.1 │      9044.88 │     822.26 │         23 │          4.3043 │
│ unknown │ Tier 1    │ late-night    │       80.0 │                7 │          14 │     82.99 │      1180.58 │     168.65 │        122 │         -0.8852 │
│ unknown │ Tier 1    │ late-night    │      110.0 │                7 │          12 │    116.73 │      1400.44 │     200.06 │         14 │         -0.1429 │
│ unknown │ Tier 1    │ late-night    │      120.0 │                7 │          16 │    124.85 │      1992.68 │     284.67 │         12 │          0.3333 │
│ unknown │ Tier 1    │ late-night    │      140.0 │               14 │          29 │    143.65 │      4156.69 │     296.91 │         16 │          0.8125 │
│ unknown │ Tier 3    │ late-night    │        0.0 │               11 │         193 │      6.91 │      1082.63 │      98.42 │       NULL │             0.0 │
│ unknown │ Tier 3    │ late-night    │       10.0 │               32 │          71 │     14.78 │      1083.73 │      33.87 │        193 │         -0.6321 │
│ unknown │ Tier 3    │ late-night    │       20.0 │               10 │          22 │     23.65 │       509.98 │       51.0 │         71 │         -0.6901 │
│ unknown │ Tier 3    │ late-night    │       30.0 │                6 │          23 │     32.41 │       742.81 │      123.8 │         22 │          0.0455 │
│ unknown │ Tier 3    │ late-night    │       50.0 │                5 │          14 │     55.47 │       778.49 │      155.7 │         23 │         -0.3913 │
└─────────┴───────────┴───────────────┴────────────┴──────────────────┴─────────────┴───────────┴──────────────┴────────────┴────────────┴─────────────────┘
  1261 rows (40 shown)                                             use .last to show entire result                                              11 columns
